speakerid_x,age,age_onset,L1,L1_coded,sex,Eng_experience,typology,vowels,WER,MER,norm_area,mer_group
1751,67,14,french,7,1,81,0,12,0.057971014,0.057971014,1022.08271,0
1406,23,6,italian,10,1,94,0,7,0.057971014,0.057971014,1387.18656,0
619,18,8,italian,10,0,94,0,7,0.057971014,0.057971014,831.409867,0
1489,49,11,italian,10,0,84,0,7,0.057971014,0.057971014,1166.88081,0
1722,30,13,korean,12,1,82,0,10,0.057971014,0.057971014,2043.85711,0
1370,42,13,korean,12,0,82,0,10,0.057971014,0.057971014,1769.1108,0
239,23,14,korean,12,1,81,0,10,0.057971014,0.057971014,1113.21269,0
2015,21,21,korean,12,1,73,0,10,0.057971014,0.057971014,1039.00702,0
491,19,3,mandarin,13,0,99,2,6,0.057971014,0.057971014,1148.73057,0
259,24,6,mandarin,13,1,94,2,6,0.057971014,0.057971014,1277.49726,0
1527,23,12,mandarin,13,1,83,2,6,0.057971014,0.057971014,85.8928013,0
93,18,0,na_english,4,1,100,0,11,0.057971014,0.057971014,1002.61364,0
1471,20,0,na_english,4,1,100,0,11,0.057971014,0.057971014,56.0300118,0
534,28,0,na_english,4,0,100,0,11,0.057971014,0.057971014,199.180495,0
83,57,0,na_english,4,0,100,0,11,0.057971014,0.057971014,562.719151,0
95,60,0,na_english,4,0,100,0,11,0.057971014,0.057971014,992.449223,0
142,73,0,na_english,4,0,100,0,11,0.057971014,0.057971014,1555.96747,0
2107,26,6,russian,15,1,94,0,5,0.057971014,0.057971014,135.50938,0
303,35,6,russian,15,1,94,0,5,0.057971014,0.057971014,1188.1686,0
1317,24,17,russian,15,1,78,0,5,0.057971014,0.057971014,1631.59668,0
1073,33,19,russian,15,1,77,0,5,0.057971014,0.057971014,1909.17341,0
2065,31,7,swedish,17,0,93,1,9,0.057971014,0.057971014,395.842659,0
1192,57,18,vietnamese,19,1,77,2,11,0.057971014,0.057971014,1261.96336,0
69,71,0,BI_english,3,1,100,0,11,0.072463768,0.067567568,1347.75175,0
1464,21,14,dutch,6,0,81,0,13,0.072463768,0.067567568,1874.70383,0
663,56,0,na_english,4,0,100,0,11,0.072463768,0.067567568,992.143499,0
1702,55,9,arabic,1,0,91,0,6,0.072463768,0.070422535,449.761701,0
1785,43,22,arabic,1,0,68,0,6,0.072463768,0.070422535,10.1865491,0
1569,70,33,arabic,1,0,52,0,6,0.072463768,0.070422535,785.762663,0
218,46,18,italian,10,0,77,0,7,0.072463768,0.070422535,1442.31651,0
2165,24,0,na_english,4,0,100,0,11,0.072463768,0.070422535,879.415258,0
843,56,10,polish,14,1,90,0,6,0.072463768,0.070422535,1460.19482,0
476,28,11,spanish,16,0,85,0,5,0.072463768,0.070422535,995.794094,0
1488,30,6,thai,18,0,94,2,9,0.072463768,0.070422535,1407.15221,0
1899,24,13,arabic,1,1,82,0,6,0.072463768,0.071428571,1158.08245,0
1380,20,0,BI_english,3,1,100,0,11,0.072463768,0.071428571,1020.90028,0
1138,29,0,BI_english,3,0,100,0,11,0.072463768,0.071428571,1673.46063,0
1101,34,0,BI_english,3,0,100,0,11,0.072463768,0.071428571,929.62402,0
956,36,10,dutch,6,0,90,0,13,0.072463768,0.071428571,1844.76235,0
1473,21,13,dutch,6,1,82,0,13,0.072463768,0.071428571,1251.68099,0
221,25,12,japanese,11,1,83,1,5,0.072463768,0.071428571,1934.13478,0
1838,51,12,korean,12,1,83,0,10,0.072463768,0.071428571,2009.48122,0
2133,57,13,korean,12,1,82,0,10,0.072463768,0.071428571,1586.78141,0
719,49,20,mandarin,13,0,79,2,6,0.072463768,0.071428571,1854.94107,0
526,18,0,na_english,4,0,100,0,11,0.072463768,0.071428571,1276.66907,0
585,20,0,na_english,4,0,100,0,11,0.072463768,0.071428571,768.99006,0
2028,82,0,na_english,4,0,100,0,11,0.072463768,0.071428571,715.847313,0
842,30,15,polish,14,1,80,0,6,0.072463768,0.071428571,1117.78749,0
1097,23,17,russian,15,1,79,0,5,0.072463768,0.071428571,987.852877,0
1613,41,10,spanish,16,1,90,0,5,0.072463768,0.071428571,1652.46035,0
401,29,18,vietnamese,19,1,78,2,11,0.072463768,0.071428571,1560.74691,0
539,18,6,arabic,1,0,95,0,6,0.072463768,0.072463768,1494.66589,0
1393,18,16,arabic,1,0,80,0,6,0.072463768,0.072463768,741.900377,0
1536,20,0,BI_english,3,0,100,0,11,0.072463768,0.072463768,1064.3127,0
537,19,6,dutch,6,0,98,0,13,0.072463768,0.072463768,456.694618,0
1223,23,10,dutch,6,0,90,0,13,0.072463768,0.072463768,1543.27108,0
1306,42,14,french,7,0,81,0,12,0.072463768,0.072463768,1041.6612,0
635,24,10,german,8,0,90,0,8,0.072463768,0.072463768,101.223195,0
1984,49,14,italian,10,0,81,0,7,0.072463768,0.072463768,650.390535,0
1123,32,15,italian,10,0,80,0,7,0.072463768,0.072463768,1252.0691,0
641,30,18,italian,10,0,80,0,7,0.072463768,0.072463768,700.944323,0
1365,36,12,japanese,11,0,83,1,5,0.072463768,0.072463768,1201.85878,0
1382,37,12,japanese,11,1,83,1,5,0.072463768,0.072463768,1030.71256,0
1006,30,13,korean,12,1,82,0,10,0.072463768,0.072463768,704.051548,0
1943,21,17,korean,12,1,78,0,10,0.072463768,0.072463768,1029.17456,0
1792,25,10,mandarin,13,0,90,2,6,0.072463768,0.072463768,1174.02971,0
258,43,10,mandarin,13,0,90,2,6,0.072463768,0.072463768,762.45506,0
2047,22,0,na_english,4,1,100,0,11,0.072463768,0.072463768,246.903891,0
1100,48,0,na_english,4,0,100,0,11,0.072463768,0.072463768,954.350414,0
1549,24,7,polish,14,0,93,0,6,0.072463768,0.072463768,1138.69486,0
280,47,15,polish,14,1,80,0,6,0.072463768,0.072463768,1672.8241,0
1523,31,10,russian,15,0,90,0,5,0.072463768,0.072463768,1359.51087,0
1198,25,11,russian,15,1,85,0,5,0.072463768,0.072463768,704.281279,0
1314,31,14,russian,15,1,81,0,5,0.072463768,0.072463768,1133.5415,0
341,18,6,spanish,16,0,97,0,5,0.072463768,0.072463768,276.912173,0
1249,44,14,spanish,16,0,81,0,5,0.072463768,0.072463768,1279.85344,0
627,48,12,italian,10,0,84,0,7,0.086956522,0.083333333,1531.41736,0
2112,27,10,arabic,1,1,90,0,6,0.086956522,0.084507042,1982.12078,0
1769,28,10,arabic,1,1,90,0,6,0.086956522,0.084507042,1027.7754,0
1624,51,14,korean,12,0,81,0,10,0.086956522,0.084507042,1674.43862,0
1715,35,28,korean,12,1,63,0,10,0.086956522,0.084507042,1424.48539,0
2173,20,5,mandarin,13,1,96,2,6,0.086956522,0.084507042,1811.40016,0
2117,24,7,mandarin,13,0,93,2,6,0.086956522,0.084507042,450.336124,0
607,53,13,mandarin,13,1,82,2,6,0.086956522,0.084507042,1822.64858,0
1342,76,0,na_english,4,1,100,0,11,0.086956522,0.084507042,1947.00815,0
2159,40,10,arabic,1,1,90,0,6,0.086956522,0.085714286,1919.12298,0
2005,49,10,arabic,1,1,90,0,6,0.086956522,0.085714286,1852.44261,0
1456,32,12,arabic,1,1,83,0,6,0.086956522,0.085714286,1438.09197,0
1457,28,13,arabic,1,0,82,0,6,0.086956522,0.085714286,1221.6089,0
471,22,16,arabic,1,0,79,0,6,0.086956522,0.085714286,360.657772,0
22,21,17,arabic,1,0,78,0,6,0.086956522,0.085714286,1250.49758,0
625,43,18,arabic,1,0,77,0,6,0.086956522,0.085714286,1658.53445,0
553,24,8,italian,10,0,92,0,7,0.086956522,0.085714286,358.057237,0
220,47,11,italian,10,1,84,0,7,0.086956522,0.085714286,1847.47962,0
473,32,15,italian,10,1,81,0,7,0.086956522,0.085714286,1309.07551,0
1196,49,12,korean,12,1,83,0,10,0.086956522,0.085714286,1427.01987,0
1971,49,14,korean,12,0,81,0,10,0.086956522,0.085714286,680.544597,0
746,28,11,mandarin,13,1,84,2,6,0.086956522,0.085714286,917.785056,0
1141,31,12,mandarin,13,1,83,2,6,0.086956522,0.085714286,1594.56972,0
1581,32,12,mandarin,13,1,83,2,6,0.086956522,0.085714286,1586.834,0
1519,26,13,mandarin,13,1,82,2,6,0.086956522,0.085714286,1102.35358,0
685,29,13,mandarin,13,0,82,2,6,0.086956522,0.085714286,846.555745,0
958,22,14,polish,14,0,82,0,6,0.086956522,0.085714286,425.710254,0
2100,51,25,spanish,16,0,76,0,5,0.086956522,0.085714286,1348.96732,0
643,36,12,arabic,1,0,83,0,6,0.086956522,0.086956522,1270.30624,0
852,19,0,BI_english,3,0,100,0,11,0.086956522,0.086956522,844.006982,0
1619,53,12,german,8,1,83,0,8,0.086956522,0.086956522,1690.10371,0
1114,19,11,italian,10,0,85,0,7,0.086956522,0.086956522,760.519986,0
1991,44,13,japanese,11,1,82,1,5,0.086956522,0.086956522,1308.66218,0
1644,28,8,mandarin,13,1,93,2,6,0.086956522,0.086956522,1427.31092,0
796,26,13,mandarin,13,0,82,2,6,0.086956522,0.086956522,1251.64271,0
916,27,13,mandarin,13,0,82,2,6,0.086956522,0.086956522,2643.0371,0
257,38,14,mandarin,13,1,82,2,6,0.086956522,0.086956522,2147.1843,0
747,27,0,na_english,4,1,100,0,11,0.086956522,0.086956522,35.1567265,0
1996,43,0,na_english,4,1,100,0,11,0.086956522,0.086956522,878.243866,0
1666,88,0,na_english,4,1,100,0,11,0.086956522,0.086956522,1403.6004,0
728,20,6,polish,14,0,94,0,6,0.086956522,0.086956522,748.186487,0
1311,21,4,russian,15,0,65,0,5,0.086956522,0.086956522,871.632766,0
671,37,18,russian,15,0,77,0,5,0.086956522,0.086956522,533.8778,0
959,32,10,spanish,16,1,92,0,5,0.086956522,0.086956522,881.787894,0
337,32,11,spanish,16,1,84,0,5,0.086956522,0.086956522,774.435459,0
2013,18,4,vietnamese,19,1,75,2,11,0.086956522,0.086956522,1492.26984,0
774,59,0,BI_english,3,1,100,0,11,0.101449275,0.092105263,1139.10188,0
772,38,0,BI_english,3,0,100,0,11,0.101449275,0.093333333,1278.59852,0
773,42,0,BI_english,3,1,100,0,11,0.101449275,0.094594595,1099.20857,0
754,45,0,BI_english,3,0,100,0,11,0.101449275,0.095890411,50.4978538,0
2171,60,0,BI_english,3,0,100,0,11,0.101449275,0.095890411,980.868843,0
2109,41,13,mandarin,13,1,82,2,6,0.101449275,0.095890411,2174.87678,0
1749,21,9,polish,14,1,92,0,6,0.101449275,0.097222222,1193.52667,0
306,26,11,russian,15,1,84,0,5,0.101449275,0.097222222,1303.47277,0
1721,33,8,thai,18,0,93,2,9,0.101449275,0.097222222,1737.24952,0
419,21,0,BI_english,3,0,100,0,11,0.101449275,0.098591549,480.820737,0
302,50,10,russian,15,1,90,0,5,0.101449275,0.098591549,1367.55612,0
2155,19,4,arabic,1,1,96,0,6,0.101449275,0.1,2047.20854,1
1832,20,11,arabic,1,1,85,0,6,0.101449275,0.1,1512.33544,1
1662,66,12,french,7,1,83,0,12,0.101449275,0.1,676.092289,1
1685,21,10,german,8,1,90,0,8,0.101449275,0.1,1370.11274,1
1946,50,12,korean,12,1,83,0,10,0.101449275,0.1,1293.97263,1
1333,71,0,na_english,4,1,100,0,11,0.101449275,0.1,1610.3279,1
1345,80,0,na_english,4,1,100,0,11,0.101449275,0.1,875.384565,1
1654,20,10,polish,14,1,91,0,6,0.101449275,0.1,1091.28133,1
1708,84,18,russian,15,0,77,0,5,0.101449275,0.1,1175.93033,1
2099,21,16,vietnamese,19,0,80,2,11,0.101449275,0.1,1915.91494,1
1698,51,20,vietnamese,19,0,77,2,11,0.101449275,0.1,68.5756515,1
1688,22,0,BI_english,3,1,100,0,11,0.101449275,0.101449275,321.862296,1
149,31,0,BI_english,3,0,100,0,11,0.101449275,0.101449275,514.286211,1
628,19,12,french,7,0,84,0,12,0.101449275,0.101449275,680.783743,1
995,28,14,italian,10,0,83,0,7,0.101449275,0.101449275,210.25581,1
1948,40,13,japanese,11,1,82,1,5,0.101449275,0.101449275,938.430322,1
2075,32,27,korean,12,0,69,0,10,0.101449275,0.101449275,1059.13325,1
1900,25,10,mandarin,13,1,90,2,6,0.101449275,0.101449275,1846.44411,1
1579,27,12,mandarin,13,1,83,2,6,0.101449275,0.101449275,1072.77098,1
771,50,0,BI_english,3,0,100,0,11,0.115942029,0.105263158,964.952513,1
1700,34,9,arabic,1,0,91,0,6,0.115942029,0.111111111,1897.41719,1
1204,28,11,arabic,1,1,84,0,6,0.115942029,0.111111111,1243.49543,1
2022,35,19,arabic,1,1,77,0,6,0.115942029,0.111111111,1898.25501,1
1335,84,0,na_english,4,1,100,0,11,0.115942029,0.111111111,1470.65078,1
1810,55,15,arabic,1,1,80,0,6,0.115942029,0.112676056,1138.71781,1
222,27,12,japanese,11,1,83,1,5,0.115942029,0.112676056,783.342651,1
831,23,13,russian,15,0,83,0,5,0.115942029,0.112676056,591.59724,1
612,25,10,thai,18,0,90,2,9,0.115942029,0.112676056,1504.92161,1
1778,32,10,arabic,1,1,90,0,6,0.115942029,0.114285714,2226.15512,1
2087,36,10,arabic,1,0,90,0,6,0.115942029,0.114285714,691.982884,1
428,47,11,arabic,1,0,84,0,6,0.115942029,0.114285714,714.516355,1
1768,19,18,arabic,1,0,78,0,6,0.115942029,0.114285714,1783.97192,1
1642,21,0,BI_english,3,0,100,0,11,0.115942029,0.114285714,712.401763,1
1142,21,12,korean,12,0,83,0,10,0.115942029,0.114285714,333.74341,1
1815,48,12,korean,12,0,83,0,10,0.115942029,0.114285714,1441.99207,1
452,39,13,korean,12,1,82,0,10,0.115942029,0.114285714,628.821992,1
1491,27,13,mandarin,13,0,82,2,6,0.115942029,0.114285714,399.786962,1
1745,20,10,polish,14,1,90,0,6,0.115942029,0.114285714,1218.37739,1
353,24,10,swedish,17,0,90,1,9,0.115942029,0.114285714,1786.6664,1
920,23,10,arabic,1,1,90,0,6,0.115942029,0.115942029,1010.19206,1
1945,20,11,french,7,1,85,0,12,0.115942029,0.115942029,872.573269,1
1427,28,13,french,7,0,83,0,12,0.115942029,0.115942029,710.791048,1
545,25,10,german,8,0,90,0,8,0.115942029,0.115942029,859.899575,1
1679,25,6,italian,10,0,94,0,7,0.115942029,0.115942029,567.755154,1
761,20,8,italian,10,0,92,0,7,0.115942029,0.115942029,1219.59437,1
1145,19,8,korean,12,1,93,0,10,0.115942029,0.115942029,738.536528,1
1982,28,13,korean,12,0,82,0,10,0.115942029,0.115942029,776.260401,1
1580,32,10,mandarin,13,1,90,2,6,0.115942029,0.115942029,1335.76773,1
1910,26,11,mandarin,13,1,85,2,6,0.115942029,0.115942029,1336.53614,1
1615,34,13,mandarin,13,1,82,2,6,0.115942029,0.115942029,2261.54921,1
951,18,0,na_english,4,0,100,0,11,0.115942029,0.115942029,1324.03932,1
2066,39,10,thai,18,1,90,2,9,0.115942029,0.115942029,2139.45941,1
737,26,0,na_english,4,0,100,0,11,0.130434783,0.121621622,46.8142113,1
2154,19,4,arabic,1,1,96,0,6,0.130434783,0.125,1601.74988,1
1502,22,0,BI_english,3,1,100,0,11,0.130434783,0.125,315.201436,1
901,67,0,BI_english,3,1,100,0,11,0.130434783,0.125,621.748282,1
827,26,12,japanese,11,1,83,1,5,0.130434783,0.125,524.471248,1
451,38,12,mandarin,13,0,83,2,6,0.130434783,0.125,1171.06242,1
18,19,6,arabic,1,0,94,0,6,0.130434783,0.126760563,1259.30944,1
2003,61,0,BI_english,3,0,100,0,11,0.130434783,0.126760563,1399.30731,1
543,24,13,japanese,11,0,82,1,5,0.130434783,0.126760563,458.046896,1
224,20,15,japanese,11,0,81,1,5,0.130434783,0.126760563,1217.80016,1
240,19,17,korean,12,1,79,0,10,0.130434783,0.126760563,1026.37549,1
1005,42,40,korean,12,0,54,0,10,0.130434783,0.126760563,1064.82221,1
1583,24,12,mandarin,13,1,83,2,6,0.130434783,0.126760563,1381.96194,1
2131,19,7,thai,18,1,94,2,9,0.130434783,0.126760563,1041.27001,1
395,29,12,vietnamese,19,0,84,2,11,0.130434783,0.126760563,1855.93256,1
11,38,12,arabic,1,1,83,0,6,0.130434783,0.128571429,1612.42961,1
1062,28,15,french,7,0,81,0,12,0.130434783,0.128571429,287.720722,1
1686,21,8,italian,10,1,92,0,7,0.130434783,0.128571429,1097.51927,1
1690,49,14,korean,12,1,81,0,10,0.130434783,0.128571429,1456.7719,1
1793,26,6,mandarin,13,1,94,2,6,0.130434783,0.128571429,1927.54975,1
1990,20,12,mandarin,13,0,84,2,6,0.130434783,0.128571429,702.111044,1
1483,18,5,polish,14,0,96,0,6,0.130434783,0.128571429,640.291821,1
447,69,12,vietnamese,19,0,83,2,11,0.130434783,0.128571429,1245.55849,1
1459,29,12,arabic,1,0,83,0,6,0.130434783,0.130434783,1570.48243,1
1391,56,16,arabic,1,0,79,0,6,0.130434783,0.130434783,859.392249,1
1879,28,11,german,8,0,84,0,8,0.130434783,0.130434783,1161.58164,1
559,26,14,korean,12,0,81,0,10,0.130434783,0.130434783,1032.1971,1
750,32,10,mandarin,13,0,90,2,6,0.130434783,0.130434783,74.5833048,1
875,59,0,na_english,4,1,100,0,11,0.130434783,0.130434783,1361.8055,1
1096,58,41,russian,15,1,42,0,5,0.130434783,0.130434783,739.187828,1
924,67,39,spanish,16,0,60,0,5,0.130434783,0.130434783,1416.17862,1
1636,43,9,mandarin,13,1,91,2,6,0.144927536,0.133333333,1499.41122,1
437,40,33,arabic,1,0,55,0,6,0.144927536,0.136986301,734.388103,1
1325,34,0,na_english,4,0,100,0,11,0.15942029,0.1375,518.005572,1
1012,43,14,arabic,1,1,81,0,6,0.144927536,0.138888889,1281.9923,1
1741,23,11,italian,10,0,84,0,7,0.144927536,0.14084507,693.842738,1
1614,28,12,mandarin,13,0,83,2,6,0.144927536,0.14084507,1039.04636,1
260,31,12,mandarin,13,1,83,2,6,0.144927536,0.14084507,2068.93414,1
1582,33,12,mandarin,13,1,83,2,6,0.144927536,0.14084507,1432.67448,1
460,62,53,russian,15,0,34,0,5,0.144927536,0.14084507,157.317246,1
1784,50,14,arabic,1,0,81,0,6,0.144927536,0.142857143,4679.4068,1
638,19,0,BI_english,3,0,100,0,11,0.144927536,0.142857143,621.912777,1
2123,21,13,japanese,11,1,83,1,5,0.144927536,0.142857143,215.147105,1
1578,31,13,mandarin,13,1,82,2,6,0.144927536,0.142857143,1405.55066,1
1216,6,0,na_english,4,0,100,0,11,0.144927536,0.142857143,762.230974,1
305,25,15,russian,15,1,80,0,5,0.144927536,0.142857143,1390.75184,1
1103,18,6,thai,18,1,96,2,9,0.144927536,0.142857143,896.526713,1
1255,24,11,german,8,0,84,0,8,0.144927536,0.144927536,1117.9611,1
1452,77,24,german,8,1,74,0,8,0.144927536,0.144927536,1509.63108,1
1046,29,13,japanese,11,1,82,1,5,0.144927536,0.144927536,1149.96439,1
454,18,13,swedish,17,0,83,1,9,0.144927536,0.144927536,1003.03355,1
1405,22,5,arabic,1,0,96,0,6,0.15942029,0.150684932,480.723308,1
731,21,6,spanish,16,0,94,0,5,0.15942029,0.152777778,1560.29063,1
256,26,13,mandarin,13,1,82,2,6,0.15942029,0.154929577,1657.77294,1
1409,75,0,na_english,4,0,100,0,11,0.15942029,0.154929577,724.419108,1
1201,67,15,vietnamese,19,0,80,2,11,0.15942029,0.154929577,1552.67321,1
1115,30,12,arabic,1,0,83,0,6,0.15942029,0.157142857,1190.16991,1
1461,36,22,arabic,1,0,69,0,6,0.15942029,0.157142857,836.59112,1
1651,30,10,polish,14,0,90,0,6,0.15942029,0.157142857,926.609741,1
1901,25,11,arabic,1,0,84,0,6,0.173913043,0.157894737,1278.30719,1
1610,44,13,japanese,11,1,82,1,5,0.15942029,0.15942029,1188.62404,1
1490,24,4,mandarin,13,0,97,2,6,0.15942029,0.15942029,649.082987,1
2129,24,10,mandarin,13,1,90,2,6,0.15942029,0.15942029,1789.66833,1
1562,23,6,vietnamese,19,0,96,2,11,0.15942029,0.15942029,1977.625,1
2019,20,6,mandarin,13,1,95,2,6,0.173913043,0.164383562,1648.78303,1
614,20,3,spanish,16,0,47,0,5,0.173913043,0.164383562,1587.92423,1
1181,47,12,arabic,1,1,83,0,6,0.173913043,0.166666667,1129.55957,1
483,34,13,korean,12,0,82,0,10,0.173913043,0.166666667,176.871173,1
17,24,9,arabic,1,0,91,0,6,0.173913043,0.169014085,680.690566,1
811,20,9,french,7,0,92,0,12,0.173913043,0.169014085,1019.04798,1
1909,25,13,mandarin,13,1,83,2,6,0.173913043,0.169014085,2396.88534,1
351,56,11,swedish,17,1,84,1,9,0.173913043,0.169014085,1637.33611,1
900,66,0,BI_english,3,0,100,0,11,0.173913043,0.173913043,609.151834,1
733,20,8,italian,10,0,92,0,7,0.173913043,0.173913043,917.372413,1
698,27,11,thai,18,0,85,2,9,0.173913043,0.173913043,2901.90275,1
2020,78,50,italian,10,1,55,0,7,0.188405797,0.180555556,1369.14269,1
277,26,23,polish,14,1,70,0,6,0.202898551,0.181818182,1357.39013,1
2036,23,12,arabic,1,1,83,0,6,0.188405797,0.183098592,1662.60752,1
1116,19,17,arabic,1,0,79,0,6,0.188405797,0.183098592,898.930691,1
516,19,0,BI_english,3,0,100,0,11,0.188405797,0.183098592,330.097996,1
1645,37,12,mandarin,13,0,83,2,6,0.188405797,0.183098592,1783.01998,1
769,20,11,polish,14,0,84,0,6,0.188405797,0.183098592,1351.56966,1
20,21,14.5,arabic,1,0,81,0,6,0.188405797,0.185714286,721.414639,1
1118,21,14,korean,12,1,82,0,10,0.188405797,0.185714286,1137.45719,1
1862,55,14,korean,12,0,81,0,10,0.188405797,0.185714286,103.817438,1
372,20,10,thai,18,0,92,2,9,0.188405797,0.185714286,942.222791,1
1043,20,8,italian,10,0,92,0,7,0.188405797,0.188405797,963.980992,1
1543,33,10,italian,10,1,92,0,7,0.188405797,0.188405797,130.6654,1
243,21,12,korean,12,1,84,0,10,0.188405797,0.188405797,1082.77213,1
300,20,5,russian,15,1,96,0,5,0.188405797,0.188405797,1204.80661,1
1421,25,7,arabic,1,0,93,0,6,0.202898551,0.189189189,397.436605,1
72,7,0,na_english,4,1,100,0,11,0.202898551,0.189189189,31.063002,1
472,26,10,russian,15,0,92,0,5,0.202898551,0.191780822,882.493049,1
1643,22,10,french,7,0,90,0,12,0.202898551,0.197183099,713.645282,1
2086,57,12,arabic,1,1,83,0,6,0.217391304,0.2,873.404279,2
970,40,7,arabic,1,0,93,0,6,0.217391304,0.202702703,630.641616,2
1007,21,8,korean,12,0,92,0,10,0.217391304,0.214285714,1145.07924,2
1044,46,13,mandarin,13,1,82,2,6,0.217391304,0.214285714,1537.10404,2
238,29,13,korean,12,0,82,0,10,0.231884058,0.216216216,1638.16251,2
608,31,31,korean,12,0,57,0,10,0.217391304,0.217391304,953.111108,2
1736,21,10,mandarin,13,0,90,2,6,0.217391304,0.217391304,1286.52779,2
1829,69,7,thai,18,1,93,2,9,0.217391304,0.217391304,1974.02033,2
1920,22,21,arabic,1,0,71,0,6,0.231884058,0.222222222,496.145976,2
898,26,10,thai,18,1,90,2,9,0.231884058,0.222222222,2288.13041,2
872,29,13,mandarin,13,1,82,2,6,0.231884058,0.225352113,173.380029,2
633,32,12,french,7,0,83,0,12,0.231884058,0.228571429,177.763004,2
620,26,7,swedish,17,0,93,1,9,0.231884058,0.231884058,166.273423,2
371,25,10,thai,18,1,90,2,9,0.231884058,0.231884058,2302.91915,2
278,26,25,polish,14,1,67,0,6,0.246376812,0.232876712,708.608723,2
448,23,7,thai,18,1,93,2,9,0.246376812,0.242857143,1520.36472,2
1055,37,25,thai,18,0,77,2,9,0.246376812,0.242857143,2022.93585,2
1336,62,0,na_english,4,0,100,0,11,0.275362319,0.246753247,505.859585,2
2098,22,7,korean,12,1,93,0,10,0.260869565,0.25,612.234584,2
1544,26,0,BI_english,3,0,100,0,11,0.260869565,0.257142857,534.06501,2
430,29,12,mandarin,13,0,83,2,6,0.260869565,0.257142857,1435.61617,2
398,25,15,vietnamese,19,1,81,2,11,0.260869565,0.257142857,1199.10099,2
954,46,10,russian,15,1,90,0,5,0.275362319,0.263888889,862.6174,2
397,28,9,vietnamese,19,1,91,2,11,0.275362319,0.267605634,1168.10071,2
1617,24,15,mandarin,13,1,80,2,6,0.289855072,0.277777778,724.636886,2
2042,46,25,vietnamese,19,1,65,2,11,0.289855072,0.281690141,1064.57969,2
1134,20,14,vietnamese,19,0,83,2,11,0.289855072,0.289855072,828.469477,2
1631,42,12,mandarin,13,1,83,2,6,0.347826087,0.307692308,1420.87406,2
1458,39,16,arabic,1,0,79,0,6,0.347826087,0.311688312,837.62135,2
1663,62,13,korean,12,1,82,0,10,0.333333333,0.319444444,852.639833,2
304,68,38,russian,15,1,49,0,5,0.347826087,0.333333333,782.93415,2
1809,29,15,vietnamese,19,0,80,2,11,0.376811594,0.361111111,1314.85754,2
399,34,31,vietnamese,19,0,60,2,11,0.391304348,0.375,1614.10962,2
1673,18,13,thai,18,0,84,2,9,0.434782609,0.379746835,2397.06955,2
1732,22,8,spanish,16,1,94,0,5,0.391304348,0.38028169,315.385392,2
1616,47,16,mandarin,13,1,79,2,6,0.463768116,0.426666667,1389.47068,2
326,25,8,spanish,16,0,92,0,5,0.449275362,0.436619718,559.345052,2
1422,21,13,arabic,1,0,82,0,6,0.47826087,0.452054795,500.472517,2
400,41,12,vietnamese,19,0,83,2,11,0.492753623,0.478873239,1337.30792,2
396,29,25,vietnamese,19,0,70,2,11,0.536231884,0.521126761,1398.1842,2
